video_id,title,description,channel_id,category_id,language,channel,published_at,duration,views,likes,comments,Engagement total,Taux d'engagement (%),duration_td,Durée (s)
kubtL5c1dvY,Fun alert! Atharvaa and Sivakarthikeyan tease Sreeleela.🤩😂,"#sivakarthikeyan #sivakarthikeyanmovie #sivakarthikeyanmovies #parasakthi #parasakthimovie #sudhakongara #ravimohan #ravimohanofficial #atharvaa #atharvaamurali #sreeleela #pongal2026 #pongal2026movies #pongalrelease #pongalrelease2026 #jfwbinge 

JFW Binge is the #1 destination for top-quality content revolving around Tamil Cinema. Tune in for non-stop entertainment and fun with your favorite Tamil actors and Tamil actresses! Stay updated on the latest Kollywood buzz with our exclusive shows and events, including in-depth celebrity interviews and engaging Tamil movie reviews. Get the inside scoop on your favorite stars and the hottest trends in the Tamil film industry, only on JFW Binge!",UC0E4_WBCxz6_OG8smQwbOEA,24,ta,JFW Binge,2026-01-16T08:08:49Z,PT34S,2525231,44797,61,44858,1.7763919419649135,0 days 00:00:34,34
G9-ZoknyhOg,3 faits insolites sur les kpop 😍#kpop #kpopdemonhuntersnetflix #divertissement #anime #mangas,3 faits insolites sur les kpop 😍#kpop #kpopdemonhuntersnetflix #divertissement #anime #mangas,UCLRh1bL56CrNR91JrY2ko_w,24,fr,AfroDream Animation,2025-09-13T18:42:32Z,PT20S,9158,194,5,199,2.1729635291548375,0 days 00:00:20,20
Wjg3VYDxj6s,"JE DÉBALLE DES COLIS PERDUS, J’AI DÉCOUVERT UNE DINGUERIE 😱 #divertissement #michou #unboxing",,UCo3i0nUzZjjLuM7VjAVz4zA,24,fr,Michou,2024-07-07T16:12:03Z,PT48S,1206767,73439,2941,76380,6.329307977430607,0 days 00:00:48,48
iSGphwAd5Ww,#humour #divertissement #rire #letsenjoy #family,,UCLuf_MQ-0F_4NwcwfNux6NA,22,fr,Let's enjoy Officiel,2025-12-09T15:28:37Z,PT18S,14678,39,1,40,0.2725166916473634,0 days 00:00:18,18
2hzumhPvkiI,Blague drôle 😁 #riresassurés  #blague  #humouràgogo  #blaguedrole   #divertissement  #rireensemble 😂,"Blague drôle 😁 Rire Garantis #blague #humouràgogo
#blaguedrole #riresassurés #divertissement 😂


Salut les amis ! je vous vous accueille pour un autre rendez-vous avec le rire sur cette chaîne où l'humour est à l'honneur ! 🌟 Aujourd'hui, on plonge à nouveau dans l'univers magique des blagues et des éclats de rire, car quoi de mieux que de partager un bon moment de rigolade ensemble ? 😄🎉

Les blagues sont comme des petits trésors qui égayent notre journée. Alors, n'hésitez pas à partager vos blagues préférées dans les commentaires. Ensemble, créons une véritable fête du rire ! 💬😆

Sur cette chaîne, on croit fermement que le rire est le meilleur remède contre la morosité. Que vous aimiez les jeux de mots, les histoires drôles ou les sketches comiques, vous trouverez forcément votre bonheur ici. 🚀😂

Alors, si vous êtes prêts à embarquer pour un voyage plein de bonne humeur, cliquez sur le pouce bleu, abonnez vous pour ne rien manquer des prochains épisodes hilarants, et partagez cette vidéo avec vos amis pour leur donner le sourire ! 👍🔔

Mission spéciale du jour : envoyez moi vos blagues les plus drôles dans les commentaires et ensemble, faisons de cette section un lieu où le rire est contagieux ! 😄

Merci d'être là, merci de faire partie de cette communauté où le rire est roi. Restez connectés pour plus de rires, de blagues et de moments de bonne humeur ! 🎊🤗 #rireensemble  #humouràgogo  #youtubelaughs 

Merci d'être là, merci de contribuer à cette ambiance positive. Restez connectés pour encore plus de rires, de blagues et de moments hilarants. Ensemble, continuons à faire de cette communauté une oasis de bonne humeur ! 🚀🤗 #rireenforce   #humours  
blague drôle courte pour remonter le moral une blague drole rire c'est la meilleur blague courte en 2024 nouvel blague drôle blague drôle courte a ne pas manqué #riresansmodération   #humourinfini   
#rirecestlavie  #humouràgogo  #blague  #drole  #humour 😂 Rire Garantis #divertissement  #youtubelaughs  #blague2024  #drôle   #humour2024  #rires #humourenabondance  #rireenforce   #humourillimité é #rireencascade   #humourclub 
blagues récentes, blague toto Grosse Rigolade,
les meilleures blagues, Le meilleur blague 2024

J'ai beaucoup ri grâce à ta blague, elle était parfaite ! 😂👍 Merci pour ce moment de rire et de bonheur.  


#humourtoujours   #riresansréserve  #riresassurés  #rireencascade  #humourfestif  #humourforever  #humourenfolie  #rirecestlavie",UCmt0UrD5G9Hcuy1LDdIyKJg,1,fr,Ca peut servir,2024-07-08T06:30:00Z,PT35S,15369,579,19,598,3.8909493135532567,0 days 00:00:35,35
wU96y0rM9gQ,Quand un Président Africain oublie Prénom de ses enfants😂 #shorts #humour #rire #cinema #film #viral,"Le Crocodile du Botswanga, le film de 2014, est une comédie culte française basée sur l'humour et la satire au sujet d'un pays contrôlé par l'argent et la corruption d'un dictateur Africain. Dans cette scène culte, Thomas Ngijol présente ses enfants à Fabrice Éboué venu de France. L'une des scènes les plus virales et populaire du film.",UCD9GkYc29rRTotcFeyRVELA,24,fr,Sarge le chef,2025-08-03T15:30:30Z,PT39S,1689706,44308,446,44754,2.6486264474411527,0 days 00:00:39,39
d5QCfFMVsl8,EN VRAI ?BANGER NON ?! #divertissement #humour,"Allez voir la vidéo sur la chaine !

Mes réseaux :
-Instagram : https://www.instagram.com/kiray_06.ytb?igsh=MTA2NnFtZXZiYmFmeA==
-Tiktok : https://www.tiktok.com/@kiray_06.titkok
-Youtube : https://www.youtube.com/channel/UCQ7j07dYz4U56RfLodSr3XQ
Mail : kiray06.ytb@gmail.com",UCQ7j07dYz4U56RfLodSr3XQ,24,fr,Kiray,2024-12-30T17:57:12Z,PT54S,3876,175,10,185,4.77296181630547,0 days 00:00:54,54
htqStoJ_gg8,Iss Khatarnaak JAIL se Kabhi Koi ZINDA bahar NAHI aaya | Film/Movie Explained in Hindi/Urdu,"This is a movie explanation video about a former Marine sent to the world’s most dangerous prison—an island where violent criminals rule. With no guards inside, the place is a brutal survival thriller where only the strongest can live another day. He must fight deadly gangs, form uneasy alliances, and plan an impossible escape. Now, in this action-packed sci-fi adventure, survival, freedom, and revenge all collide on the island of no return. 

In this video, we try to explain a foreign film in Hindi. We do this to entertain our audience with unique stories of different movies that they would not see or understand otherwise.
We intend to create the best possible film/movie explanation video that can summarize the whole film and also take them on a journey so that they feel like they have seen this movie in just a short span of time.
We explain horror, sci-fi, fantasy, comedy, and many other types of movies. We intend to be the best Film/Movie explained in Hindi channel out there!

Film/Movie Explained in Hindi/Urdu.

#anokhifilms #dubbedmovies #hindivoiceover #movieexplainedinhindi",UCkizxvF3YdQXuEUSklHpUmQ,24,hi,Anokhi Films,2025-09-28T08:15:04Z,PT17M33S,374945,4053,124,4177,1.114030057741802,0 days 00:17:33,1053
oyvOJrxefyk,La pauvre #humour #divertissement #comedie #waynestv,,UCUh-KFe0SpwSPb6E6HVf53A,24,fr,Wayne Stv,2024-11-29T15:00:55Z,PT53S,142364,12187,102,12289,8.632098002303954,0 days 00:00:53,53
nL4D-3-yBDc,Subah Se Shaam Tak Circle Challenge 😅💀 #shorts #challenge #funny,"Huh
Subah Se Shaam Tak Circle Challenge 😅💀 #shorts #challenge #funny #minivlog #comedy #sirfshreyansh #shortsfeed #reaction 

24 hours challenge,multido challenge,multi do challenge,food challenge,eating challenge,emoji challenge,barada challenge,try not to laugh challenge,the challenge,bbq challenge,steak challenge,laugh challenge,trivia challenge,burger challenge,buffer challenge,escape challenge,word emoji challenge,spicy food challenge,overnight challenge,telepathy challenge,gymnastics challenge,biggest food challenge,hardest food challenge, challenge,challenges,try not to laugh challenge,24 hours challenge,food challenge,eating challenge,funny video,funny videos,art challenge,multido challenge,multi do challenge,laugh challenge,steak challenge,barada challenge,escape challenge,video,drawing challenge,multi do smile challenge,laughing challenge,one color challenge,4lb steak challenge,big steak challenge,overnight challenge,food challenge steak,64oz steak challenge, food challenge,eating challenge,challenge,challenges,burger challenge,calorie challenge,24 hours challenge,eating challenge uk,huge eating challenge,10000 calorie challenge,food challenges,massive eating challenge,100000 calorie challenge,one color challenge,cheeseburger challenge,burger eating challenge,fast food challenge,food challenge video,food challenge india,casino food challenge,foodie we challenge,florida food challenge

Chalo ek badhiya sa comment me challenge dedo 😍

Thankyou for watching my challnge video 🤗",UCR5_IGDVYCgCk-72NYlUVcA,24,hi,Shreyansh Pathak,2025-09-26T14:15:06Z,PT1M14S,6005819,0,1479,1479,0.024626116771084842,0 days 00:01:14,74
GV1kjeTKKCE,CHOISIS UNE COULEUR 🔴🟢🟡! #course #games #defis #divertissement #quiz,,UCHPn_SAF7SfpqFX443S0xmg,24,fr,Le Défi Visuel,2025-08-26T20:20:00Z,PT27S,31573,1198,64,1262,3.997086117885535,0 days 00:00:27,27
heKgSORpzLI,Les fournitures scolaires : la mère VS le père -2/2 #humour #divertissement #tiktok,,UCRIypS2nTKJxTL4GaxSEanA,26,fr,AMÉLIE LFS,2024-08-31T18:00:31Z,PT43S,123438,4674,19,4693,3.8019086504966055,0 days 00:00:43,43
Jva2H_cUvyw,Merci pour le divertissement mes loulous #france #divertissement #snap #louvre #vinted,,UCzqvt03RLRuREU5wdQ-uHhQ,22,fr,paul rosano,2025-10-25T19:52:16Z,PT1M9S,2723,95,1,96,3.5255233198677933,0 days 00:01:09,69
dMTbxgjvKY8,اسدال الستار  #divertissement,"Rejoignez-nous sur : https://kastudio.app/
Nos réseaux sociaux : kstudio.app (instagram,facebook,tiktok)
#zwidja #kstudio  #humour #ضحك
#algérie #divertissement",UC7GwSK48HTgmpM_1mBNal-A,24,ar,KASTUDIO,2025-12-26T10:01:12Z,PT1M27S,594,11,0,11,1.8518518518518516,0 days 00:01:27,87
jjhQDCIoN7Q,#humour amanda et l'humanité #divertissement #humournoir #societedemalade #mondedefou,,UCG8WBAfW4odFVCuPIj5FlhQ,25,zxx,alpha ,2026-01-20T06:00:42Z,PT1M6S,694,6,1,7,1.0086455331412103,0 days 00:01:06,66
78OjEg37PHg,KPop Demon Hunters Room Makeover Challenge | Rumi vs Mermaid vs Barbie by Multi DO Girls,"A very interesting challenge awaits you today! Join us, it will be fun!

Be sure to share it with your friends! And don’t forget to subscribe to our YouTube page, Multi DO Girls for more awesome videos like this one! 

#MultiDOGirls #DrawChallenge #Challenge",UCJQFC3DwQAi5b5s0mqOW3dA,22,en,Multi DO GIRLS,2026-01-07T16:05:00Z,PT10M1S,970948,4653,94,4747,0.4889036282066599,0 days 00:10:01,601
HpFubKvHO4Q,Can You Spot Jinu? 💥 Kpop Demon Hunters Challenge!,"Are your eyes sharp enough? 👀 Test your skills with the ultimate Kpop Demon Hunters Quiz!
Face 30 epic challenges — from spotting the odd one out, guessing the real outfit, to finding hidden K-Pop Demon Hunters!

💡 Can you recognize Rumi HUNTR/X, Jinu Saja Boys, Zoey, Mira, Mystery Saja, Romance Saja, Baby Saja, and the Saja Boys — without a single mistake?
🔥 Tag your friends and prove you’re the ultimate Kpop Demon Hunters fan!

👉 Subscribe to Quiz Cat for weekly quizzes, tricky puzzles, and mind-bending fun! 🧠💫
👉 https://www.youtube.com/channel/UCB77-swwgHJyBUNiS8E8Npg?sub_confirmation=1
#quiz #quizgames #kpopdemonhunters #jinu #rumiandjinu #rumi #babysaja",UCB77-swwgHJyBUNiS8E8Npg,24,en,Quiz Cat,2025-10-11T10:04:04Z,PT8M39S,255287,3116,129,3245,1.2711183883237298,0 days 00:08:39,519
V1a155WJONA,🚀 UNE ILLUSION QUI TE DONNE LE VERTIGE ! 😵 #divertissement #defi #défis #illusiondoptique,,UCHPn_SAF7SfpqFX443S0xmg,24,fr,Le Défi Visuel,2025-08-19T10:01:00Z,PT34S,15983,233,1,234,1.464055559031471,0 days 00:00:34,34
b2b-5HXsyGU,MDR C'EST QUOI CA #gaming #funfacts #faitsinteressants #gettingoverit #divertissement #facts,"Chaque informations présentes dans les shorts de type
fun fact ont été vérifié notamment avec des sources fiables, afin de ne pas propager de fausses informations.

Si je me suis trompé sur certains sujets, n'hésitez surtout pas à me le faire savoir en commentaire, afin d'éviter des erreurs dans le futur.

Musique : Dark Console - Autohacker",UC2ldX_3hagagy1gtuJdJgfw,24,fr,Darwin,2025-08-19T09:15:03Z,PT13S,19281,254,2,256,1.3277319641097454,0 days 00:00:13,13
9otf67nevPU,Easy Say The Word On Beat Challenge 86 | EASY MEDIUM HARD | Fast Rhythm Test |,"Say The Word On Beat SPEED Challenge! Can YOU keep up with the FAST rhythm? ⚡
UP DOWN RIGHT LEFT
This is the ULTIMATE speed version of the viral beat challenge! Say the word EXACTLY on beat but FASTER and FASTER with each level!
⭐ LEVEL 1 - EASY: Warm up your timing (Normal Speed)
⭐ LEVEL 2 - MEDIUM: Speed increases! (1.5x Speed)
⭐ LEVEL 3 - HARD: INSANE SPEED! Can you survive? (2x Speed)
⭐ BONUS - IMPOSSIBLE: Only legends pass this! (3x Speed)
Say each word, number, color, or animal name EXACTLY on the beat as fast as you can! ⏱️🎵
👇 COMMENT which level you reached! Did the speed destroy you?
This rhythm challenge tests your:
✅ Reaction speed & reflexes
✅ Perfect timing under pressure
✅ Focus and concentration
✅ Rhythm coordination
✅ Speed reading skills
Challenge your friends and see who has the fastest reactions! Perfect for parties, family game night, or testing your brain! 🧠⚡
Try these variations:
🔹 Say the word on beat challenge easy
🔹 Say the word on beat challenge hard
🔹 Word on beat challenge impossible
🔹 On beat challenge speed edition
🔹 Stay on beat challenge fast mode
🔔 SUBSCRIBE for more beat challenges and rhythm games!
👍 LIKE if you made it past Level 2!
📢 SHARE with friends who think they're faster than you!
Popular searches that brought you here: say the word on beat, say the word on beat challenge, word on beat challenge, on the beat challenge, rhythm challenge, beat challenge game

⚠️ COPYRIGHT & USAGE WARNING ⚠️

© 2025  @BananaBiceps   . ALL RIGHTS RESERVED.

This video, including all audio, visual elements, and editing, is the exclusive property of  @BananaBiceps   and is protected under international copyright law.

❌ PROHIBITED ACTIONS:
- Downloading or screen recording this content
- Re-uploading to YouTube, TikTok, Instagram, or any platform
- Using the audio in other videos or content
- Creating compilations or remixes without permission
- Any commercial or non-commercial unauthorized use

⚖️ LEGAL NOTICE:
Unauthorized use will result in:
✓ Immediate copyright strikes
✓ Content removal via DMCA takedown
✓ Channel termination
✓ Legal action and monetary damages where applicable

#SayTheWordOnBeat #BeatChallenge #RhythmChallenge #Challenge #Trending #Challenge #Trending 
#TimingChallenge #TrendingChallenge #ViralChallenge #Level123 #EasyMediumHard #BeatTest #FocusChallenge #ReactionChallenge #SayOnBeat #Shorts #YouTubeChallenge #challengetrend  #RhythmGame #PerfectTiming #pregnant #husbandwife #christmas #christmasgames #numbers #rhythmchallenge #rhymes #funny #numbers #fruit #song  #colors #memes #cooking #christmas #alphabet #trending #tiktok #tiktokmashup2025 #immersive",UCY2iORtjXyWHx1lzy7d4XFQ,24,en,Banana Biceps,2025-12-28T18:52:08Z,PT1M50S,877461,2045,63,2108,0.24023859749892018,0 days 00:01:50,110
2-CBGkb-7fc,زينو يبكي على المباشر  #divertissement #podcast #zwidja #algérie #live #ضحك,"Rejoignez-nous sur : https://kastudio.app/
Nos réseaux sociaux : kstudio.app (instagram,facebook,tiktok)
#zwidja #kstudio  #humour #ضحك
#algérie #divertissement",UC7GwSK48HTgmpM_1mBNal-A,24,ar,KASTUDIO,2026-01-03T09:00:04Z,PT1M31S,1206,6,0,6,0.4975124378109453,0 days 00:01:31,91
I1tr-90eh5U,Abonne toi ! #vlog #divertissement #humour,#vlogfr #vlogquotidien #drole #lifestyle #fun,UCnMa0GCUl4OmAiDQrLmRzlw,22,fr,Yumena,2026-01-20T12:02:44Z,PT46S,925,14,0,14,1.5135135135135136,0 days 00:00:46,46
sRy-oDOffTI,WORLD’S BIGGEST REAL LIFE LOTTERY,,UCseLoxQAxjLbVha3IaQOjOA,22,hi,A1 ADVENTURE,2025-11-19T13:25:49Z,PT31M35S,1616690,40446,3430,43876,2.71394021117221,0 days 00:31:35,1895
6FN-VspNwzY,"Peranbu (பேரன்பு) - Mon-Sat, 6.30 PM - Zee Tamil #shorts youtubeshorts","Watch Full Episodes From Here: https://www.youtube.com/watch?v=NItHQ8J2mR4&list=PLjRBtkHHXJjRO8nvKyJekcjH3cyVtZOmX
Follow the ZEE Tamil Channel on Whatsapp: https://whatsapp.com/channel/0029Va4uazXKwqSNHfgWFs0v

Karthik regrets marrying Vanathi, a simple girl chosen by his mother, Raja Rajeshwari. But, Raja Rajeshwari is determined to prove that Vanathi is a good woman and the right choice for her son.

Free Subscription click here: https://bit.ly/SubscribeFreeZeeTamil
Get notified about our Latest update by Clicking the Bell Icon 🔔

Webisode Playlist: https://www.youtube.com/watch?v=mWoxAvyxrJM&list=PLjRBtkHHXJjS_-WjfiU_8m5WLUNdWAgDW
Best Scene Playlist: https://www.youtube.com/playlist?list=PLjRBtkHHXJjRRDvEHaH4l6qGX97IwBcJF

Connect with Zee Tamil on Social Media 
Whatsapp: https://bit.ly/ZeeTamilWhatsApp
Facebook: http://bit.ly/ZeeTamilFB
Instagram: http://bit.ly/ZeeTamilInsta
Twitter: http://bit.ly/ZeeTamilTwitter

Connect with Zee5 on Social Media
Facebook: http://bit.ly/Zee5TamilFB
Instagram: http://bit.ly/Zee5TamilInsta
Twitter: http://bit.ly/Zee5TamilTwitter #ZeeTamil",UC_wIGmvdyAQLtl-U2nHV9rg,24,ta,Zee Tamil,2023-09-23T08:00:03Z,PT45S,559015,26588,14,26602,4.7587274044524746,0 days 00:00:45,45
7Sag_y3gHCM,tu peux vivre avec ces waifu / vivre dans snk. #anime #tupreferes #divertissement #shortvideo #quiz,,UCatRFEqwhUS6tBNwIejEU0Q,1,fr,EMMXGUIF,2025-12-15T00:03:00Z,PT1M10S,30767,1588,259,1847,6.003185230929242,0 days 00:01:10,70
nz9YNK9gY9k,Alphabet Quiz Challenge ⚡🧠 Word Association Game 😱 ABC Speed Quiz,"Alphabet quiz challenge fans, test your letter challenge skills and race against the clock! In this speed ABC quiz, you'll name a word that starts with each letter and find words that contain tricky letters. Strengthen your vocabulary with this letters word association game—can you keep up with the speed? Enjoy the ultimate letter challenge and boost your brain with our alphabet quiz challenge. Try to name a word that starts with or contains every letter in this exciting ABC quiz!

Comment your answers and subscribe to Quiz Blitz for much more fun quiz games! 👇

🦸‍♂️SUPERHERO QUIZ: https://www.youtube.com/watch?v=4v7VPjhBLTM&list=PLz44000BOJp4Zzdk8S4axAamAfTI-fmb3

🎤GUESS THE VOICE: https://www.youtube.com/watch?v=YyPq8Gy6l1o&list=PLz44000BOJp4m0bQpObXh0DuUzF4agjFV

🧍‍♂️IN REAL LIFE: https://www.youtube.com/watch?v=5X8Khc7xxGc&list=PLz44000BOJp4mVMa0AHWRSJfzhNHXfy2a

🎵MUSIC QUIZ: https://www.youtube.com/watch?v=ZuUG1YoJ3Pc&list=PLz44000BOJp6-PqbQIS5W0r5JHbWu5Feg

🔍FIND THE ODD: https://www.youtube.com/watch?v=WHJU-ct8nW0&list=PLz44000BOJp5y-PWxTXrb7Jf-Q3K96BWh

🦁ANIMALS QUIZ: https://www.youtube.com/watch?v=FLkBzPU2aMs&list=PLz44000BOJp7hsWISW2IkdmQD1oj-LAPn

🟣CHOOSE ONE BUTTON: https://www.youtube.com/watch?v=tiPoI5wfVbY&list=PLz44000BOJp7GTeaVO08MplSx9AyMlPSj

🎮VIDEO GAME QUIZ: https://www.youtube.com/watch?v=QILfTcK3GnA&list=PLz44000BOJp4gkmtvGNrTmDq4X5klaZEz

🍏LOGO QUIZ: https://www.youtube.com/watch?v=eOClggznqsk&list=PLz44000BOJp5hXbMAldSO9QZTzHHw4-Bc

🍔FOOD QUIZ: https://www.youtube.com/watch?v=PlGRQ1mVHHE&list=PLz44000BOJp6xB0CAZYnk9uBcKEAjgTQr",UCUBSTJf4MSrnohk1Ghc4Pcg,24,en,Quiz Blitz,2026-01-10T16:01:21Z,PT20M47S,105728,486,37,523,0.49466555690072633,0 days 00:20:47,1247
FQD_0LO3a1I,L’imposteur en difficulté… 😱 #divertissement #humour #jeux #challenge,Notre imposteur a mal révisé ou.... !,UCrYcmN3IlGZcvKIuQgs1PVA,24,fr,Masters,2024-11-08T17:00:25Z,PT52S,4292,118,0,118,2.749301025163094,0 days 00:00:52,52
RhQk1mGmsSs,GATEMENT - NOUVEAU CHALLENGE TIKTOK Dance BY @dydyyeman7012 🇨🇮🕺🏼🎶💃🏼,"Détendez-vous et regardez la vidéo 🙌🏼
Merci beaucoup d'avoir regardé et soutenu la chaîne !  J'espère que vous avez apprécié cette vidéo, n'oubliez pas de vous abonner, d'aimer cette vidéo et de commenter quelque chose ci-dessous !  Merci à YouTube pour l'opportunité de publier des vidéos de danse pour mes abonnés.

Song : Gatement 🎶 
Artist : Dydy Yeman 🇨🇮  

#SHARE | #COMMENT | #FOLLOW

#tiktokchallenge #tiktok #tiktokvideo #afrodance #tiktokviral #youtube #viralvideo #youtubevideo #congo #cotedivoire #gabon #cameroun #fyp #fyptiktok #fypシ #foryou #foryoupage #pourtoi #dancevideo #dance #dancechallenge #coupédécalé #danceafro #afrodance #afrobeat #africa #african #africa #afrovibes #africandance #african #france",UCyzd8yX9zf4xV2TpQDZdxJg,22,fr,TikTok Afro,2025-11-30T15:44:19Z,PT8M54S,170673,579,12,591,0.34627621240618023,0 days 00:08:54,534
4l-g2jPtqpM,Closest to 13 sec challenge 🤪❤️ #challenge #shortsfeed #trending,Closest to 13 sec challenge 🤪❤️ #challenge #shortsfeed #trending #siblingsbond #funnychallenge #youtubeshorts #viralshorts #bhaibehn,UCCD0LsvtIgkJqR2KvY10Vfw,22,hi,Vlogvibeswith_shashi_harsh,2026-01-22T02:06:08Z,PT48S,3128,76,1,77,2.4616368286445014,0 days 00:00:48,48
0qABOM0A0gI,Twitch : Hakimcrackk 🕺🔥#divertissement #humour #rp #irl #hagra,,UCqj8-EAIWKzCts4nrwi-Cdg,24,fr,HAKIM,2026-01-12T16:24:42Z,PT48S,990,15,0,15,1.5151515151515151,0 days 00:00:48,48
oTEzg98zVrk,Faux ingénieur… il lui fait signer sa propre démission 📝😱#shortvideo #film #citation,,UCzegsdZHQ5s93VtaE2Ae-Pg,1,fr,Quiverith Film,2025-09-17T09:37:47Z,PT59S,4683428,120527,215,120742,2.578068884586248,0 days 00:00:59,59
hp6g8eNsVQc,"Match-3 Challenge, the ending is unexpected! #funny #partygame #challenge","Hello everyone, this is [Family Games Media].
The content is all interpretation, without any bad guidance, minors are prohibited from imitating
We will record the funny daily life of the family
There are various challenges here
We will bring laughter to everyone
Remember to subscribe to us
We will update new videos every day
love you ♥
May the world be filled with happiness
#challenge #funny #game #party #vlog #Funnyfamily#Partygames#Shorts#Challenge
The plot is interpreted without any bad guidance. The content is shot in a safe environment. All personnel are prohibited from imitating",UCLWvIB80ANqrEJhzYzfkgGA,23,en,Family Games Media,2026-01-21T08:01:00Z,PT57S,82490,1147,3,1150,1.394108376772942,0 days 00:00:57,57
xaMMrycCEug,Me vs Grandma Cooking Challenge | Funny Cooking Battle by Multi DO Challenge,"Love to eat? We are waiting for a new challenge with delicious dishes!

Be sure to share it with your friends! And don’t forget to subscribe to our YouTube page, Multi DO Challenge for more awesome videos like this one! 


#MultiDO #FoodChallenge #Challenge",UCKZTeZmkmdhEldL1oBMu6LA,22,en,Multi DO Challenge,2025-12-29T12:02:07Z,PT16M5S,1008358,2512,75,2587,0.2565557073975711,0 days 00:16:05,965
2EKbP01ps2Q,Les petits frères indécis ￼😅 #humour #waynestv #drole #divertissement,,UCB5tRJNQ-dQMZWx0f9M5A8g,22,fr,quul afqk,2025-09-12T11:00:05Z,PT46S,9567,234,0,234,2.4459078080903107,0 days 00:00:46,46
JKSLXO85qVg,Gohou et Digbeu Cravate 😂 #humour #cotedivoire #funny #divertissement #comedy #ivoirien #drole,,UCaHe9mMdMVhkiDUgKPN3VBQ,23,fr,Drôles Vs Drôles 😂,2024-11-13T18:00:22Z,PT16S,75773,3689,96,3785,4.9951829807451205,0 days 00:00:16,16
8XDJQOglLBE,Est ce que tu serais capable ? 🤖  #divertissement #humour #entertainments#IA,#IA #intelligenceartificielle #challenge #shorts #test #humour #quiz #divertissement #entertainments #pourtoi #originalconcept #fyp #photo,UCyTDuwmxRBlfWobhmW43rDQ,24,fr,Millo_TV,2025-08-16T15:30:05Z,PT36S,4091,119,12,131,3.2021510633097043,0 days 00:00:36,36
